Date,Flight,Crop,Ranch,Males
8/17/2011,3,Almond,379,68
8/17/2011,3,Almond,379,78
8/17/2011,3,Almond,381,68
8/17/2011,3,Almond,386,24
8/17/2011,3,Almond,3341,16
8/17/2011,3,Almond,387,34
8/17/2011,3,Almond,387,70
8/17/2011,3,Almond,3961,4
8/17/2011,3,Almond,3131,0
8/17/2011,3,Pistachio,417,27
8/17/2011,3,Pistachio,419,35
8/17/2011,3,Pistachio,437,6
8/17/2011,3,Pistachio,466,0
8/17/2011,3,Pistachio,475,0
8/17/2011,3,Pistachio,477,53
8/17/2011,3,Almond,3061,0
8/17/2011,3,Almond,3631,0
8/17/2011,3,Almond,3881,1
8/17/2011,3,Almond,3141,31
8/17/2011,3,Almond,301,4
8/17/2011,3,Almond,311,42
8/17/2011,3,Almond,351,23
8/17/2011,3,Almond,353,7
8/17/2011,3,Almond,362,0
8/17/2011,3,Almond,364,0
8/17/2011,3,Almond,394,2
8/17/2011,3,Almond,3151,0
8/17/2011,3,Almond,397,31
8/17/2011,3,Almond,368,0
8/17/2011,3,Almond,384,4
8/17/2011,3,Pistachio,422,91
8/17/2011,3,Pistachio,426,96
8/17/2011,3,Almond,349,0
8/17/2011,3,Almond,349,1
8/17/2011,3,Pistachio,412,50
8/17/2011,3,Pistachio,416,5
8/17/2011,3,Pistachio,430,29
8/17/2011,3,Pistachio,434,0
8/17/2011,3,Pistachio,435,5
8/17/2011,3,Pistachio,435,84
8/17/2011,3,Pistachio,441,0
8/17/2011,3,Pistachio,457,52
8/17/2011,3,Pistachio,463,61
8/17/2011,3,Pistachio,411,26
8/17/2011,3,Almond,3071,6
8/17/2011,3,Almond,3071,2
8/17/2011,3,Pistachio,405,30
8/17/2011,3,Pistachio,407,48
8/17/2011,3,Pistachio,423,21
8/17/2011,3,Pistachio,424,17
8/17/2011,3,Pistachio,433,0
8/17/2011,3,Pistachio,440,0
8/17/2011,3,Pistachio,445,58
8/17/2011,3,Pistachio,447,0
8/17/2011,3,Pistachio,480,5
8/24/2011,3,Almond,323,76
8/24/2011,3,Almond,323,72
8/24/2011,3,Almond,338,0
8/24/2011,3,Almond,339,37
8/24/2011,3,Almond,320,49
8/24/2011,3,Almond,374,0
8/24/2011,3,Almond,374,18
8/24/2011,3,Almond,374,36
8/24/2011,3,Almond,377,0
8/24/2011,3,Almond,379,75
8/24/2011,3,Almond,379,76
8/24/2011,3,Almond,381,61
8/24/2011,3,Almond,386,24
8/24/2011,3,Almond,3341,43
8/24/2011,3,Almond,387,65
8/24/2011,3,Almond,387,90
8/24/2011,3,Almond,3961,16
8/24/2011,3,Almond,3131,0
8/24/2011,3,Pistachio,417,22
8/24/2011,3,Pistachio,419,24
8/24/2011,3,Pistachio,437,12
8/24/2011,3,Pistachio,466,5
8/24/2011,3,Pistachio,475,0
8/24/2011,3,Pistachio,477,55
8/24/2011,3,Almond,3061,1
8/24/2011,3,Almond,3631,2
8/24/2011,3,Almond,3881,1
8/24/2011,3,Almond,3141,46
8/24/2011,3,Almond,301,1
8/24/2011,3,Almond,311,40
8/24/2011,3,Almond,351,23
8/24/2011,3,Almond,353,38
8/24/2011,3,Almond,362,0
8/24/2011,3,Almond,364,0
8/24/2011,3,Almond,394,10
8/24/2011,3,Almond,3151,0
8/24/2011,3,Almond,397,21
8/24/2011,3,Almond,368,0
8/24/2011,3,Almond,384,7
8/24/2011,3,Pistachio,422,90
8/24/2011,3,Pistachio,426,m
8/24/2011,3,Almond,349,0
8/24/2011,3,Almond,349,0
8/24/2011,3,Pistachio,412,93
8/24/2011,3,Pistachio,416,20
8/24/2011,3,Pistachio,430,36
8/24/2011,3,Pistachio,434,10
8/24/2011,3,Pistachio,435,2
8/24/2011,3,Pistachio,435,87
8/24/2011,3,Pistachio,441,0
8/24/2011,3,Pistachio,457,113
8/24/2011,3,Pistachio,463,102
8/24/2011,3,Pistachio,411,95
8/24/2011,3,Almond,3071,37
8/24/2011,3,Almond,3071,1
8/24/2011,3,Pistachio,405,14
8/24/2011,3,Pistachio,407,90
8/24/2011,3,Pistachio,423,20
8/24/2011,3,Pistachio,424,14
8/24/2011,3,Pistachio,433,0
8/24/2011,3,Pistachio,440,0
8/24/2011,3,Pistachio,445,47
8/24/2011,3,Pistachio,447,0
8/24/2011,3,Pistachio,480,16
8/31/2011,3,Almond,323,66
8/31/2011,3,Almond,323,56
8/31/2011,3,Almond,338,2
8/31/2011,3,Almond,339,1
8/31/2011,3,Almond,320,38
8/31/2011,3,Almond,374,0
8/31/2011,3,Almond,374,6
8/31/2011,3,Almond,374,24
8/31/2011,3,Almond,377,0
8/31/2011,3,Almond,379,9
8/31/2011,3,Almond,379,0
8/31/2011,3,Almond,381,7
8/31/2011,3,Almond,386,34
8/31/2011,3,Almond,3341,12
8/31/2011,3,Almond,387,0
8/31/2011,3,Almond,387,82
8/31/2011,3,Almond,3961,0
8/31/2011,3,Almond,3131,0
8/31/2011,3,Pistachio,417,0
8/31/2011,3,Pistachio,419,0
8/31/2011,3,Pistachio,437,0
8/31/2011,3,Pistachio,466,0
8/31/2011,3,Pistachio,475,0
8/31/2011,3,Pistachio,477,0
8/31/2011,3,Almond,3061,0
8/31/2011,3,Almond,3631,2
8/31/2011,3,Almond,3881,0
8/31/2011,3,Almond,3141,6
8/31/2011,3,Almond,301,0
8/31/2011,3,Almond,311,32
8/31/2011,3,Almond,351,4
8/31/2011,3,Almond,353,21
8/31/2011,3,Almond,362,2
8/31/2011,3,Almond,364,0
8/31/2011,3,Almond,394,0
8/31/2011,3,Almond,3151,3
8/31/2011,3,Almond,397,4
8/31/2011,3,Almond,368,0
8/31/2011,3,Almond,384,0
8/31/2011,3,Pistachio,422,76
8/31/2011,3,Pistachio,426,55
8/31/2011,3,Almond,349,0
8/31/2011,3,Almond,349,0
8/31/2011,3,Pistachio,412,21
8/31/2011,3,Pistachio,416,10
8/31/2011,3,Pistachio,430,0
8/31/2011,3,Pistachio,434,0
8/31/2011,3,Pistachio,435,0
8/31/2011,3,Pistachio,435,8
8/31/2011,3,Pistachio,441,0
8/31/2011,3,Pistachio,457,59
8/31/2011,3,Pistachio,463,83
8/31/2011,3,Pistachio,411,12
8/31/2011,3,Almond,3071,7
8/31/2011,3,Almond,3071,1
8/31/2011,3,Pistachio,405,0
8/31/2011,3,Pistachio,407,51
8/31/2011,3,Pistachio,423,5
8/31/2011,3,Pistachio,424,1
8/31/2011,3,Pistachio,433,0
8/31/2011,3,Pistachio,440,0
8/31/2011,3,Pistachio,445,0
8/31/2011,3,Pistachio,447,0
8/31/2011,3,Pistachio,480,0
9/7/2011,3,Almond,323,97
9/7/2011,3,Almond,323,68
9/7/2011,3,Almond,338,0
9/7/2011,3,Almond,339,6
9/7/2011,3,Almond,320,47
9/7/2011,3,Almond,374,0
9/7/2011,3,Almond,374,8
9/7/2011,3,Almond,374,43
9/7/2011,3,Almond,377,0
9/7/2011,3,Almond,379,45
9/7/2011,3,Almond,379,71
9/7/2011,3,Almond,381,0
9/7/2011,3,Almond,386,20
9/7/2011,3,Almond,3341,5
9/7/2011,3,Almond,387,69
9/7/2011,3,Almond,387,45
9/7/2011,3,Almond,3961,0
9/7/2011,3,Almond,3131,0
9/7/2011,3,Pistachio,417,3
9/7/2011,3,Pistachio,419,6
9/7/2011,3,Pistachio,437,0
9/7/2011,3,Pistachio,466,0
9/7/2011,3,Pistachio,475,0
9/7/2011,3,Pistachio,477,19
9/7/2011,3,Almond,3061,0
9/7/2011,3,Almond,3631,0
9/7/2011,3,Almond,3881,0
9/7/2011,3,Almond,3141,11
9/7/2011,3,Almond,301,1
9/7/2011,3,Almond,311,39
9/7/2011,3,Almond,351,5
9/7/2011,3,Almond,353,12
9/7/2011,3,Almond,362,0
9/7/2011,3,Almond,364,0
9/7/2011,3,Almond,394,14
9/7/2011,3,Almond,3151,2
9/7/2011,3,Almond,397,18
9/7/2011,3,Almond,368,1
9/7/2011,3,Almond,384,0
9/7/2011,3,Pistachio,422,18
9/7/2011,3,Pistachio,426,2
9/7/2011,3,Almond,349,0
9/7/2011,3,Almond,349,0
9/7/2011,3,Pistachio,412,85
9/7/2011,3,Pistachio,416,1
9/7/2011,3,Pistachio,430,0
9/7/2011,3,Pistachio,434,0
9/7/2011,3,Pistachio,435,1
9/7/2011,3,Pistachio,435,1
9/7/2011,3,Pistachio,441,0
9/7/2011,3,Pistachio,457,0
9/7/2011,3,Pistachio,463,1
9/7/2011,3,Pistachio,411,0
9/7/2011,3,Almond,3071,20
9/7/2011,3,Almond,3071,1
9/7/2011,3,Pistachio,405,0
9/7/2011,3,Pistachio,407,91
9/7/2011,3,Pistachio,423,6
9/7/2011,3,Pistachio,424,24
9/7/2011,3,Pistachio,433,0
9/7/2011,3,Pistachio,440,0
9/7/2011,3,Pistachio,445,22
9/7/2011,3,Pistachio,447,0
9/7/2011,3,Pistachio,480,5
9/14/2011,3,Almond,323,104
9/14/2011,3,Almond,323,66
9/14/2011,3,Almond,338,0
9/14/2011,3,Almond,339,11
9/14/2011,3,Almond,320,51
9/14/2011,3,Almond,374,0
9/14/2011,3,Almond,374,0
9/14/2011,3,Almond,374,30
9/14/2011,3,Almond,377,0
9/14/2011,3,Almond,379,54
9/14/2011,3,Almond,379,53
9/14/2011,3,Almond,381,0
9/14/2011,3,Almond,386,28
9/14/2011,3,Almond,3341,29
9/14/2011,3,Almond,387,8
9/14/2011,3,Almond,387,69
9/14/2011,3,Almond,3961,8
9/14/2011,3,Almond,3131,2
9/14/2011,3,Pistachio,417,6
9/14/2011,3,Pistachio,419,12
9/14/2011,3,Pistachio,437,0
9/14/2011,3,Pistachio,466,2
9/14/2011,3,Pistachio,475,1
9/14/2011,3,Pistachio,477,25
9/14/2011,3,Almond,3061,4
9/14/2011,3,Almond,3631,0
9/14/2011,3,Almond,3881,2
9/14/2011,3,Almond,3141,0
9/14/2011,3,Almond,301,0
9/14/2011,3,Almond,311,10
9/14/2011,3,Almond,351,2
9/14/2011,3,Almond,353,10
9/14/2011,3,Almond,362,0
9/14/2011,3,Almond,364,0
9/14/2011,3,Almond,394,31
9/14/2011,3,Almond,3151,0
9/14/2011,3,Almond,397,10
9/14/2011,3,Almond,368,0
9/14/2011,3,Almond,384,5
9/14/2011,3,Pistachio,422,61
9/14/2011,3,Pistachio,426,0
9/14/2011,3,Almond,349,0
9/14/2011,3,Almond,349,0
9/14/2011,3,Pistachio,412,0
9/14/2011,3,Pistachio,416,0
9/14/2011,3,Pistachio,430,0
9/14/2011,3,Pistachio,434,0
9/14/2011,3,Pistachio,435,0
9/14/2011,3,Pistachio,435,2
9/14/2011,3,Pistachio,441,0
9/14/2011,3,Pistachio,457,0
9/14/2011,3,Pistachio,463,0
9/14/2011,3,Pistachio,411,0
9/14/2011,3,Almond,3071,0
9/14/2011,3,Almond,3071,4
9/14/2011,3,Pistachio,405,0
9/14/2011,3,Pistachio,407,0
9/14/2011,3,Pistachio,423,1
9/14/2011,3,Pistachio,424,3
9/14/2011,3,Pistachio,433,0
9/14/2011,3,Pistachio,440,0
9/14/2011,3,Pistachio,445,0
9/14/2011,3,Pistachio,447,0
9/14/2011,3,Pistachio,480,1
9/21/2011,3,Almond,323,84
9/21/2011,3,Almond,323,101
9/21/2011,3,Almond,338,0
9/21/2011,3,Almond,339,11
9/21/2011,3,Almond,320,42
9/21/2011,3,Almond,374,0
9/21/2011,3,Almond,374,24
9/21/2011,3,Almond,374,76
9/21/2011,3,Almond,377,0
9/21/2011,3,Almond,379,72
9/21/2011,3,Almond,379,83
9/21/2011,3,Almond,381,41
9/21/2011,3,Almond,386,37
9/21/2011,3,Almond,3341,8
9/21/2011,3,Almond,387,92
9/21/2011,3,Almond,387,44
9/21/2011,3,Almond,3961,10
9/21/2011,3,Almond,3131,0
9/21/2011,3,Pistachio,417,4
9/21/2011,3,Pistachio,419,41
9/21/2011,3,Pistachio,437,9
9/21/2011,3,Pistachio,466,0
9/21/2011,3,Pistachio,475,0
9/21/2011,3,Pistachio,477,18
9/21/2011,3,Almond,3061,2
9/21/2011,3,Almond,3631,9
9/21/2011,3,Almond,3881,4
9/21/2011,3,Almond,3141,30
9/21/2011,3,Almond,301,1
9/21/2011,3,Almond,311,64
9/21/2011,3,Almond,351,8
9/21/2011,3,Almond,353,41
9/21/2011,3,Almond,362,2
9/21/2011,3,Almond,364,0
9/21/2011,3,Almond,394,70
9/21/2011,3,Almond,3151,1
9/21/2011,3,Almond,397,0
9/21/2011,3,Almond,368,0
9/21/2011,3,Almond,384,1
9/21/2011,3,Pistachio,422,80
9/21/2011,3,Pistachio,426,0
9/21/2011,3,Almond,349,0
9/21/2011,3,Almond,349,0
9/21/2011,3,Pistachio,412,22
9/21/2011,3,Pistachio,416,2
9/21/2011,3,Pistachio,430,0
9/21/2011,3,Pistachio,434,0
9/21/2011,3,Pistachio,435,6
9/21/2011,3,Pistachio,435,6
9/21/2011,3,Pistachio,441,0
9/21/2011,3,Pistachio,457,46
9/21/2011,3,Pistachio,463,1
9/21/2011,3,Pistachio,411,19
9/21/2011,3,Almond,3071,4
9/21/2011,3,Almond,3071,5
9/21/2011,3,Pistachio,405,0
9/21/2011,3,Pistachio,407,0
9/21/2011,3,Pistachio,423,4
9/21/2011,3,Pistachio,424,27
9/21/2011,3,Pistachio,433,0
9/21/2011,3,Pistachio,440,0
9/21/2011,3,Pistachio,445,0
9/21/2011,3,Pistachio,447,0
9/21/2011,3,Pistachio,480,1
9/28/2011,3,Almond,323,80
9/28/2011,3,Almond,323,69
9/28/2011,3,Almond,338,0
9/28/2011,3,Almond,339,0
9/28/2011,3,Almond,320,3
9/28/2011,3,Almond,374,0
9/28/2011,3,Almond,374,2
9/28/2011,3,Almond,374,27
9/28/2011,3,Almond,377,0
9/28/2011,3,Almond,379,12
9/28/2011,3,Almond,379,32
9/28/2011,3,Almond,381,38
9/28/2011,3,Almond,386,2
9/28/2011,3,Almond,3341,58
9/28/2011,3,Almond,387,8
9/28/2011,3,Almond,387,95
9/28/2011,3,Almond,3961,23
9/28/2011,3,Almond,3131,0
9/28/2011,3,Pistachio,417,12
9/28/2011,3,Pistachio,419,0
9/28/2011,3,Pistachio,437,9
9/28/2011,3,Pistachio,466,0
9/28/2011,3,Pistachio,475,0
9/28/2011,3,Pistachio,477,12
9/28/2011,3,Almond,3061,1
9/28/2011,3,Almond,3631,5
9/28/2011,3,Almond,3881,9
9/28/2011,3,Almond,3141,25
9/28/2011,3,Almond,301,0
9/28/2011,3,Almond,311,18
9/28/2011,3,Almond,351,23
9/28/2011,3,Almond,353,5
9/28/2011,3,Almond,362,0
9/28/2011,3,Almond,364,0
9/28/2011,3,Almond,394,41
9/28/2011,3,Almond,3151,2
9/28/2011,3,Almond,397,33
9/28/2011,3,Almond,368,1
9/28/2011,3,Almond,384,3
9/28/2011,3,Pistachio,422,62
9/28/2011,3,Pistachio,426,12
9/28/2011,3,Almond,349,0
9/28/2011,3,Almond,349,0
9/28/2011,3,Pistachio,412,43
9/28/2011,3,Pistachio,416,8
9/28/2011,3,Pistachio,430,0
9/28/2011,3,Pistachio,434,0
9/28/2011,3,Pistachio,435,2
9/28/2011,3,Pistachio,435,0
9/28/2011,3,Pistachio,441,0
9/28/2011,3,Pistachio,457,1
9/28/2011,3,Pistachio,463,2
9/28/2011,3,Pistachio,411,17
9/28/2011,3,Almond,3071,1
9/28/2011,3,Almond,3071,2
9/28/2011,3,Pistachio,405,0
9/28/2011,3,Pistachio,407,0
9/28/2011,3,Pistachio,423,4
9/28/2011,3,Pistachio,424,44
9/28/2011,3,Pistachio,433,0
9/28/2011,3,Pistachio,440,0
9/28/2011,3,Pistachio,445,0
9/28/2011,3,Pistachio,447,0
9/28/2011,3,Pistachio,480,5
10/4/2011,3,Almond,323,94
10/4/2011,3,Almond,323,70
10/4/2011,3,Almond,338,0
10/4/2011,3,Almond,339,27
10/4/2011,3,Almond,320,66
10/4/2011,3,Almond,374,0
10/4/2011,3,Almond,374,53
10/4/2011,3,Almond,374,48
10/4/2011,3,Almond,377,0
10/4/2011,3,Almond,379,16
10/4/2011,3,Almond,379,41
10/4/2011,3,Almond,381,48
10/4/2011,3,Almond,386,38
10/4/2011,3,Almond,3341,59
10/4/2011,3,Almond,387,70
10/4/2011,3,Almond,387,82
10/4/2011,3,Almond,3961,55
10/4/2011,3,Almond,3131,2
10/4/2011,3,Pistachio,417,11
10/4/2011,3,Pistachio,419,0
10/4/2011,3,Pistachio,437,0
10/4/2011,3,Pistachio,466,1
10/4/2011,3,Pistachio,475,0
10/4/2011,3,Pistachio,477,2
10/4/2011,3,Almond,3061,5
10/4/2011,3,Almond,3631,4
10/4/2011,3,Almond,3881,16
10/4/2011,3,Almond,3141,62
10/4/2011,3,Almond,301,4
10/4/2011,3,Almond,311,41
10/4/2011,3,Almond,351,40
10/4/2011,3,Almond,353,33
10/4/2011,3,Almond,362,2
10/4/2011,3,Almond,364,4
10/4/2011,3,Almond,394,30
10/4/2011,3,Almond,3151,2
10/4/2011,3,Almond,397,47
10/4/2011,3,Almond,368,6
10/4/2011,3,Almond,384,26
10/4/2011,3,Pistachio,422,50
10/4/2011,3,Pistachio,426,5
10/4/2011,3,Almond,349,0
10/4/2011,3,Almond,349,0
10/4/2011,3,Pistachio,412,3
10/4/2011,3,Pistachio,416,15
10/4/2011,3,Pistachio,430,0
10/4/2011,3,Pistachio,434,0
10/4/2011,3,Pistachio,435,6
10/4/2011,3,Pistachio,435,72
10/4/2011,3,Pistachio,441,0
10/4/2011,3,Pistachio,457,24
10/4/2011,3,Pistachio,463,6
10/4/2011,3,Pistachio,411,26
10/4/2011,3,Almond,3071,23
10/4/2011,3,Almond,3071,35
10/4/2011,3,Pistachio,405,3
10/4/2011,3,Pistachio,407,4
10/4/2011,3,Pistachio,423,29
10/4/2011,3,Pistachio,424,60
10/4/2011,3,Pistachio,433,0
10/4/2011,3,Pistachio,440,0
10/4/2011,3,Pistachio,445,19
10/4/2011,3,Pistachio,447,0
10/4/2011,3,Pistachio,480,13
10/11/2011,3,Almond,323,74
10/11/2011,3,Almond,323,60
10/11/2011,3,Almond,338,0
10/11/2011,3,Almond,339,71
10/11/2011,3,Almond,320,75
10/11/2011,3,Almond,374,0
10/11/2011,3,Almond,374,29
10/11/2011,3,Almond,374,10
10/11/2011,3,Almond,377,1
10/11/2011,3,Almond,379,10
10/11/2011,3,Almond,379,18
10/11/2011,3,Almond,381,50
10/11/2011,3,Almond,386,61
10/11/2011,3,Almond,3341,57
10/11/2011,3,Almond,387,84
10/11/2011,3,Almond,387,94
10/11/2011,3,Almond,3961,24
10/11/2011,3,Almond,3131,0
10/11/2011,3,Pistachio,417,30
10/11/2011,3,Pistachio,419,2
10/11/2011,3,Pistachio,437,0
10/11/2011,3,Pistachio,466,0
10/11/2011,3,Pistachio,475,0
10/11/2011,3,Pistachio,477,0
10/11/2011,3,Almond,3061,9
10/11/2011,3,Almond,3631,20
10/11/2011,3,Almond,3881,55
10/11/2011,3,Almond,3141,56
10/11/2011,3,Almond,301,4
10/11/2011,3,Almond,311,30
10/11/2011,3,Almond,351,60
10/11/2011,3,Almond,353,36
10/11/2011,3,Almond,362,1
10/11/2011,3,Almond,364,6
10/11/2011,3,Almond,394,32
10/11/2011,3,Almond,3151,40
10/11/2011,3,Almond,397,48
10/11/2011,3,Almond,368,5
10/11/2011,3,Almond,384,48
10/11/2011,3,Pistachio,422,43
10/11/2011,3,Pistachio,426,57
10/11/2011,3,Almond,349,0
10/11/2011,3,Almond,349,0
10/11/2011,3,Pistachio,412,47
10/11/2011,3,Pistachio,416,12
10/11/2011,3,Pistachio,430,0
10/11/2011,3,Pistachio,434,0
10/11/2011,3,Pistachio,435,0
10/11/2011,3,Pistachio,435,0
10/11/2011,3,Pistachio,441,0
10/11/2011,3,Pistachio,457,0
10/11/2011,3,Pistachio,463,3
10/11/2011,3,Pistachio,411,1
10/11/2011,3,Almond,3071,10
10/11/2011,3,Almond,3071,6
10/11/2011,3,Pistachio,405,0
10/11/2011,3,Pistachio,407,3
10/11/2011,3,Pistachio,423,0
10/11/2011,3,Pistachio,424,0
10/11/2011,3,Pistachio,433,0
10/11/2011,3,Pistachio,440,0
10/11/2011,3,Pistachio,445,5
10/11/2011,3,Pistachio,447,0
10/11/2011,3,Pistachio,480,0
10/19/2011,3,Almond,323,96
10/19/2011,3,Almond,323,75
10/19/2011,3,Almond,338,0
10/19/2011,3,Almond,339,75
10/19/2011,3,Almond,320,87
10/19/2011,3,Almond,374,0
10/19/2011,3,Almond,374,69
10/19/2011,3,Almond,374,53
10/19/2011,3,Almond,377,1
10/19/2011,3,Almond,379,62
10/19/2011,3,Almond,379,62
10/19/2011,3,Almond,381,74
10/19/2011,3,Almond,386,97
10/19/2011,3,Almond,3341,86
10/19/2011,3,Almond,387,90
10/19/2011,3,Almond,387,86
10/19/2011,3,Almond,3961,26
10/19/2011,3,Almond,3131,25
10/19/2011,3,Pistachio,417,31
10/19/2011,3,Pistachio,419,44
10/19/2011,3,Pistachio,437,0
10/19/2011,3,Pistachio,466,24
10/19/2011,3,Pistachio,475,0
10/19/2011,3,Pistachio,477,45
10/19/2011,3,Almond,3061,20
10/19/2011,3,Almond,3631,13
10/19/2011,3,Almond,3881,55
10/19/2011,3,Almond,3141,47
10/19/2011,3,Almond,301,28
10/19/2011,3,Almond,311,30
10/19/2011,3,Almond,351,39
10/19/2011,3,Almond,353,30
10/19/2011,3,Almond,362,5
10/19/2011,3,Almond,364,26
10/19/2011,3,Almond,394,77
10/19/2011,3,Almond,3151,48
10/19/2011,3,Almond,397,53
10/19/2011,3,Almond,368,8
10/19/2011,3,Almond,384,61
10/19/2011,3,Pistachio,422,55
10/19/2011,3,Pistachio,426,67
10/19/2011,3,Almond,349,1
10/19/2011,3,Almond,349,1
10/19/2011,3,Pistachio,412,53
10/19/2011,3,Pistachio,416,50
10/19/2011,3,Pistachio,430,0
10/19/2011,3,Pistachio,434,0
10/19/2011,3,Pistachio,435,2
10/19/2011,3,Pistachio,435,46
10/19/2011,3,Pistachio,441,0
10/19/2011,3,Pistachio,457,43
10/19/2011,3,Pistachio,463,12
10/19/2011,3,Pistachio,411,2
10/19/2011,3,Almond,3071,54
10/19/2011,3,Almond,3071,50
10/19/2011,3,Pistachio,405,0
10/19/2011,3,Pistachio,407,6
10/19/2011,3,Pistachio,423,0
10/19/2011,3,Pistachio,424,0
10/19/2011,3,Pistachio,433,0
10/19/2011,3,Pistachio,440,0
10/19/2011,3,Pistachio,445,7
10/19/2011,3,Pistachio,447,0
10/19/2011,3,Pistachio,480,13
10/26/2011,3,Almond,323,67
10/26/2011,3,Almond,323,59
10/26/2011,3,Almond,338,9
10/26/2011,3,Almond,339,44
10/26/2011,3,Almond,320,82
10/26/2011,3,Almond,374,0
10/26/2011,3,Almond,374,78
10/26/2011,3,Almond,374,49
10/26/2011,3,Almond,377,0
10/26/2011,3,Almond,379,82
10/26/2011,3,Almond,379,57
10/26/2011,3,Almond,381,65
10/26/2011,3,Almond,386,67
10/26/2011,3,Almond,3341,90
10/26/2011,3,Almond,387,91
10/26/2011,3,Almond,387,87
10/26/2011,3,Almond,3961,67
10/26/2011,3,Almond,3131,1
10/26/2011,3,Pistachio,417,54
10/26/2011,3,Pistachio,419,66
10/26/2011,3,Pistachio,437,6
10/26/2011,3,Pistachio,466,55
10/26/2011,3,Pistachio,475,3
10/26/2011,3,Pistachio,477,37
10/26/2011,3,Almond,3061,10
10/26/2011,3,Almond,3631,30
10/26/2011,3,Almond,3881,21
10/26/2011,3,Almond,3141,18
10/26/2011,3,Almond,301,21
10/26/2011,3,Almond,311,48
10/26/2011,3,Almond,351,73
10/26/2011,3,Almond,353,50
10/26/2011,3,Almond,362,22
10/26/2011,3,Almond,364,41
10/26/2011,3,Almond,394,66
10/26/2011,3,Almond,3151,55
10/26/2011,3,Almond,397,56
10/26/2011,3,Almond,368,30
10/26/2011,3,Almond,384,36
10/26/2011,3,Pistachio,422,34
10/26/2011,3,Pistachio,426,67
10/26/2011,3,Almond,349,1
10/26/2011,3,Almond,349,3
10/26/2011,3,Pistachio,412,18
10/26/2011,3,Pistachio,416,25
10/26/2011,3,Pistachio,430,0
10/26/2011,3,Pistachio,434,0
10/26/2011,3,Pistachio,435,8
10/26/2011,3,Pistachio,435,30
10/26/2011,3,Pistachio,441,0
10/26/2011,3,Pistachio,457,46
10/26/2011,3,Pistachio,463,2
10/26/2011,3,Pistachio,411,11
10/26/2011,3,Almond,3071,26
10/26/2011,3,Almond,3071,24
10/26/2011,3,Pistachio,405,0
10/26/2011,3,Pistachio,407,17
10/26/2011,3,Pistachio,423,0
10/26/2011,3,Pistachio,424,0
10/26/2011,3,Pistachio,433,0
10/26/2011,3,Pistachio,440,0
10/26/2011,3,Pistachio,445,4
10/26/2011,3,Pistachio,447,0
10/26/2011,3,Pistachio,480,2
